GEOID,state,county,strokeRate
30035,Montana,Glacier,74.2
30037,Montana,Golden Valley,80.9
30039,Montana,Granite,64.8
30041,Montana,Hill,53.6
30043,Montana,Jefferson,66.7
30045,Montana,Judith Basin,75.9
30047,Montana,Lake,68.4
30049,Montana,Lewis and Clark,69.2
30051,Montana,Liberty,60.9
30053,Montana,Lincoln,83.3
30055,Montana,McCone,93.3
30057,Montana,Madison,63.1
30059,Montana,Meagher,67.0
30061,Montana,Mineral,75.2
30063,Montana,Missoula,68.1
30065,Montana,Musselshell,83.0
30067,Montana,Park,60.6
30069,Montana,Petroleum,97.7
30071,Montana,Phillips,76.7
30073,Montana,Pondera,69.4
30075,Montana,Powder River,83.2
30077,Montana,Powell,67.7
30079,Montana,Prairie,71.7
30081,Montana,Ravalli,65.2
30083,Montana,Richland,83.7
30085,Montana,Roosevelt,111.9
30087,Montana,Rosebud,80.4
30089,Montana,Sanders,87.6
30091,Montana,Sheridan,91.1
30093,Montana,Silver Bow,62.7
30095,Montana,Stillwater,73.2
30097,Montana,Sweet Grass,55.7
30099,Montana,Teton,69.3
30101,Montana,Toole,84.7
30103,Montana,Treasure,81.1
30105,Montana,Valley,69.2
30107,Montana,Wheatland,84.1
30109,Montana,Wibaux,66.2
30111,Montana,Yellowstone,79.2
31001,Nebraska,Adams,66.0
31003,Nebraska,Antelope,69.1
31005,Nebraska,Arthur,-1.0
31007,Nebraska,Banner,63.3
31009,Nebraska,Blaine,77.2
31011,Nebraska,Boone,65.3
31013,Nebraska,Box Butte,76.8
31015,Nebraska,Boyd,83.5
31017,Nebraska,Brown,-1.0
31019,Nebraska,Buffalo,66.7
31021,Nebraska,Burt,75.7
31023,Nebraska,Butler,66.0
31025,Nebraska,Cass,64.5
31027,Nebraska,Cedar,71.5
31029,Nebraska,Chase,-1.0
31031,Nebraska,Cherry,85.6
31033,Nebraska,Cheyenne,72.6
31035,Nebraska,Clay,70.8
31037,Nebraska,Colfax,71.6
31039,Nebraska,Cuming,81.0
31041,Nebraska,Custer,63.7
31043,Nebraska,Dakota,65.9
31045,Nebraska,Dawes,86.1
31047,Nebraska,Dawson,60.9
31049,Nebraska,Deuel,66.2
31051,Nebraska,Dixon,67.2
31053,Nebraska,Dodge,77.8
31055,Nebraska,Douglas,78.5
31057,Nebraska,Dundy,60.0
31059,Nebraska,Fillmore,67.1
31061,Nebraska,Franklin,68.3
31063,Nebraska,Frontier,51.5
31065,Nebraska,Furnas,64.8
31067,Nebraska,Gage,62.8
31069,Nebraska,Garden,76.2
31071,Nebraska,Garfield,86.3
31073,Nebraska,Gosper,58.5
31075,Nebraska,Grant,-1.0
31077,Nebraska,Greeley,66.4
31079,Nebraska,Hall,64.9
31081,Nebraska,Hamilton,69.5
31083,Nebraska,Harlan,73.8
31085,Nebraska,Hayes,50.5
31087,Nebraska,Hitchcock,-1.0
31089,Nebraska,Holt,89.0
31091,Nebraska,Hooker,-1.0
31093,Nebraska,Howard,68.2
31095,Nebraska,Jefferson,72.2
31097,Nebraska,Johnson,62.0
31099,Nebraska,Kearney,67.4
31101,Nebraska,Keith,61.2
31103,Nebraska,Keya Paha,84.9
31105,Nebraska,Kimball,64.0
31107,Nebraska,Knox,72.2
31109,Nebraska,Lancaster,60.7
31111,Nebraska,Lincoln,57.4
31113,Nebraska,Logan,66.5
31115,Nebraska,Loup,87.2
31117,Nebraska,McPherson,61.3
31119,Nebraska,Madison,64.5
31121,Nebraska,Merrick,67.4
31123,Nebraska,Morrill,69.4
31125,Nebraska,Nance,65.2
31127,Nebraska,Nemaha,69.4
31129,Nebraska,Nuckolls,80.5
31131,Nebraska,Otoe,61.3
31133,Nebraska,Pawnee,63.4
31135,Nebraska,Perkins,52.6
31137,Nebraska,Phelps,64.7
31139,Nebraska,Pierce,66.7
31141,Nebraska,Platte,64.7
31143,Nebraska,Polk,64.2
31145,Nebraska,Red Willow,50.0
31147,Nebraska,Richardson,80.2
31149,Nebraska,Rock,82.4
31151,Nebraska,Saline,63.4
31153,Nebraska,Sarpy,74.7
31155,Nebraska,Saunders,68.1
31157,Nebraska,Scotts Bluff,68.6
31159,Nebraska,Seward,63.4
31161,Nebraska,Sheridan,94.8
31163,Nebraska,Sherman,71.5
31165,Nebraska,Sioux,67.8
31167,Nebraska,Stanton,62.1
31169,Nebraska,Thayer,78.5
31171,Nebraska,Thomas,-1.0
31173,Nebraska,Thurston,68.5
31175,Nebraska,Valley,82.5
31177,Nebraska,Washington,74.1
31179,Nebraska,Wayne,62.3
31181,Nebraska,Webster,68.0
31183,Nebraska,Wheeler,80.9
31185,Nebraska,York,65.8
32001,Nevada,Churchill,66.9
32003,Nevada,Clark,68.7
32005,Nevada,Douglas,56.7
32007,Nevada,Elko,55.2
32009,Nevada,Esmeralda,76.5
32011,Nevada,Eureka,51.3
32013,Nevada,Humboldt,64.5
32015,Nevada,Lander,50.7
32017,Nevada,Lincoln,68.2
32019,Nevada,Lyon,62.3
32021,Nevada,Mineral,70.3
32023,Nevada,Nye,70.3
32027,Nevada,Pershing,62.8
32029,Nevada,Storey,61.8
32031,Nevada,Washoe,59.9
32033,Nevada,White Pine,60.3
32510,Nevada,Carson City,64.4
33001,New Hampshire,Belknap,58.0
33003,New Hampshire,Carroll,59.1
33005,New Hampshire,Cheshire,61.1
33007,New Hampshire,Coos,55.9
33009,New Hampshire,Grafton,62.5
33011,New Hampshire,Hillsborough,53.6
33013,New Hampshire,Merrimack,66.0
33015,New Hampshire,Rockingham,55.0
33017,New Hampshire,Strafford,61.6
33019,New Hampshire,Sullivan,59.0
34001,New Jersey,Atlantic,65.2
34003,New Jersey,Bergen,53.3
34005,New Jersey,Burlington,71.7
34007,New Jersey,Camden,72.0
34009,New Jersey,Cape May,72.3
34011,New Jersey,Cumberland,78.4
34013,New Jersey,Essex,67.0
34015,New Jersey,Gloucester,76.8
34017,New Jersey,Hudson,58.7
34019,New Jersey,Hunterdon,61.1
34021,New Jersey,Mercer,60.5
34023,New Jersey,Middlesex,61.2
34025,New Jersey,Monmouth,62.7
34027,New Jersey,Morris,62.1
34029,New Jersey,Ocean,62.7
34031,New Jersey,Passaic,63.8
34033,New Jersey,Salem,85.5
34035,New Jersey,Somerset,60.1
34037,New Jersey,Sussex,65.0
34039,New Jersey,Union,63.3
34041,New Jersey,Warren,63.4
35001,New Mexico,Bernalillo,63.3
35003,New Mexico,Catron,58.7
35005,New Mexico,Chaves,63.5
35006,New Mexico,Cibola,62.8
35007,New Mexico,Colfax,67.3
35009,New Mexico,Curry,62.9
35011,New Mexico,De Baca,62.0
35013,New Mexico,Dona Ana,67.2
35015,New Mexico,Eddy,66.6
35017,New Mexico,Grant,67.4
35019,New Mexico,Guadalupe,51.2
35021,New Mexico,Harding,55.0
35023,New Mexico,Hidalgo,63.4
35025,New Mexico,Lea,66.4
35027,New Mexico,Lincoln,63.1
35028,New Mexico,Los Alamos,49.9
35029,New Mexico,Luna,69.3
35031,New Mexico,McKinley,56.9
35033,New Mexico,Mora,51.8
35035,New Mexico,Otero,66.2
35037,New Mexico,Quay,63.4
35039,New Mexico,Rio Arriba,60.9
35041,New Mexico,Roosevelt,66.6
35043,New Mexico,Sandoval,58.0
35045,New Mexico,San Juan,43.8
35047,New Mexico,San Miguel,45.5
35049,New Mexico,Santa Fe,50.4
35051,New Mexico,Sierra,70.9
35053,New Mexico,Socorro,75.0
35055,New Mexico,Taos,45.6
35057,New Mexico,Torrance,67.3
35059,New Mexico,Union,73.0
35061,New Mexico,Valencia,69.0
36001,New York,Albany,57.9
36003,New York,Allegany,66.1
36005,New York,Bronx,42.4
36007,New York,Broome,68.7
36009,New York,Cattaraugus,73.8
36011,New York,Cayuga,68.5
36013,New York,Chautauqua,75.6
36015,New York,Chemung,63.3
36017,New York,Chenango,66.0
36019,New York,Clinton,59.8
36021,New York,Columbia,55.4
36023,New York,Cortland,68.9
36025,New York,Delaware,60.0
36027,New York,Dutchess,55.2
36029,New York,Erie,74.1
36031,New York,Essex,61.6
36033,New York,Franklin,62.5
36035,New York,Fulton,61.2
36037,New York,Genesee,65.3
36039,New York,Greene,53.6
36041,New York,Hamilton,62.1
36043,New York,Herkimer,62.7
36045,New York,Jefferson,88.0
36047,New York,Kings,39.4
36049,New York,Lewis,67.9
36051,New York,Livingston,65.5
36053,New York,Madison,69.8
36055,New York,Monroe,66.5
36057,New York,Montgomery,60.7
36059,New York,Nassau,44.6
36061,New York,New York,38.7
36063,New York,Niagara,72.3
36065,New York,Oneida,65.9
36067,New York,Onondaga,68.4
36069,New York,Ontario,67.6
36071,New York,Orange,57.5
36073,New York,Orleans,71.0
36075,New York,Oswego,70.1
36077,New York,Otsego,59.7
36079,New York,Putnam,51.0
36081,New York,Queens,40.8
36083,New York,Rensselaer,59.6
36085,New York,Richmond,37.4
36087,New York,Rockland,51.8
36089,New York,St. Lawrence,69.7
36091,New York,Saratoga,61.2
36093,New York,Schenectady,60.0
36095,New York,Schoharie,56.8
36097,New York,Schuyler,65.3
36099,New York,Seneca,69.0
36101,New York,Steuben,66.6
36103,New York,Suffolk,47.8
36105,New York,Sullivan,63.0
36107,New York,Tioga,67.1
36109,New York,Tompkins,68.7
36111,New York,Ulster,52.1
36113,New York,Warren,61.6
36115,New York,Washington,62.7
36117,New York,Wayne,68.2
36119,New York,Westchester,48.2
36121,New York,Wyoming,73.4
36123,New York,Yates,69.2
37001,North Carolina,Alamance,78.0
37003,North Carolina,Alexander,60.8
37005,North Carolina,Alleghany,75.3
37007,North Carolina,Anson,98.2
37009,North Carolina,Ashe,68.5
37011,North Carolina,Avery,81.1
37013,North Carolina,Beaufort,86.8
37015,North Carolina,Bertie,90.4
37017,North Carolina,Bladen,86.3
37019,North Carolina,Brunswick,74.4
37021,North Carolina,Buncombe,76.6
37023,North Carolina,Burke,96.4
37025,North Carolina,Cabarrus,92.1
37027,North Carolina,Caldwell,105.9
37029,North Carolina,Camden,70.5
37031,North Carolina,Carteret,65.9
37033,North Carolina,Caswell,81.1
37035,North Carolina,Catawba,90.0
37037,North Carolina,Chatham,75.7
37039,North Carolina,Cherokee,81.9
37041,North Carolina,Chowan,99.6
37043,North Carolina,Clay,71.0
37045,North Carolina,Cleveland,92.8
37047,North Carolina,Columbus,88.6
37049,North Carolina,Craven,88.8
37051,North Carolina,Cumberland,78.0
37053,North Carolina,Currituck,63.6
37055,North Carolina,Dare,50.0
37057,North Carolina,Davidson,86.6
37059,North Carolina,Davie,87.9
37061,North Carolina,Duplin,81.5
37063,North Carolina,Durham,72.5
37065,North Carolina,Edgecombe,160.0
37067,North Carolina,Forsyth,83.8
37069,North Carolina,Franklin,71.5
37071,North Carolina,Gaston,87.9
37073,North Carolina,Gates,83.9
37075,North Carolina,Graham,89.8
37077,North Carolina,Granville,70.7
37079,North Carolina,Greene,96.5
37081,North Carolina,Guilford,80.0
37083,North Carolina,Halifax,102.7
37085,North Carolina,Harnett,91.5
37087,North Carolina,Haywood,76.1
37089,North Carolina,Henderson,73.1
37091,North Carolina,Hertford,89.6
37093,North Carolina,Hoke,78.2
37095,North Carolina,Hyde,69.2
37097,North Carolina,Iredell,96.4
37099,North Carolina,Jackson,62.0
37101,North Carolina,Johnston,82.2
37103,North Carolina,Jones,101.4
37105,North Carolina,Lee,83.0
37107,North Carolina,Lenoir,101.5
37109,North Carolina,Lincoln,92.0
37111,North Carolina,McDowell,91.2
37113,North Carolina,Macon,84.2
37115,North Carolina,Madison,90.4
37117,North Carolina,Martin,88.8
37119,North Carolina,Mecklenburg,74.5
37121,North Carolina,Mitchell,82.2
37123,North Carolina,Montgomery,79.1
37125,North Carolina,Moore,70.4
37127,North Carolina,Nash,106.5
37129,North Carolina,New Hanover,70.4
37131,North Carolina,Northampton,98.9
37133,North Carolina,Onslow,66.9
37135,North Carolina,Orange,60.9
37137,North Carolina,Pamlico,86.3
37139,North Carolina,Pasquotank,90.4
37141,North Carolina,Pender,85.1
37143,North Carolina,Perquimans,99.4
37145,North Carolina,Person,121.4
37147,North Carolina,Pitt,91.8
37149,North Carolina,Polk,82.7
37151,North Carolina,Randolph,81.6
37153,North Carolina,Richmond,109.9
37155,North Carolina,Robeson,86.8
37157,North Carolina,Rockingham,86.3
37159,North Carolina,Rowan,95.4
37161,North Carolina,Rutherford,101.7
37163,North Carolina,Sampson,94.8
37165,North Carolina,Scotland,91.6
37167,North Carolina,Stanly,84.7
37169,North Carolina,Stokes,101.1
37171,North Carolina,Surry,81.9
37173,North Carolina,Swain,107.9
37175,North Carolina,Transylvania,74.6
37177,North Carolina,Tyrrell,73.1
37179,North Carolina,Union,73.5
37181,North Carolina,Vance,98.5
37183,North Carolina,Wake,76.4
37185,North Carolina,Warren,73.2
37187,North Carolina,Washington,81.5
37189,North Carolina,Watauga,63.0
37191,North Carolina,Wayne,95.8
37193,North Carolina,Wilkes,76.2
37195,North Carolina,Wilson,98.8
37197,North Carolina,Yadkin,87.1
37199,North Carolina,Yancey,79.0
38001,North Dakota,Adams,71.9
38003,North Dakota,Barnes,57.4
38005,North Dakota,Benson,88.8
38007,North Dakota,Billings,55.8
38009,North Dakota,Bottineau,82.0
38011,North Dakota,Bowman,-1.0
38013,North Dakota,Burke,84.8
38015,North Dakota,Burleigh,60.6
38017,North Dakota,Cass,60.4
38019,North Dakota,Cavalier,82.8
38021,North Dakota,Dickey,72.1
38023,North Dakota,Divide,83.7
38025,North Dakota,Dunn,58.8
38027,North Dakota,Eddy,73.2
38029,North Dakota,Emmons,64.4
38031,North Dakota,Foster,79.8
38033,North Dakota,Golden Valley,-1.0
38035,North Dakota,Grand Forks,76.2
38037,North Dakota,Grant,59.1
38039,North Dakota,Griggs,77.3
38041,North Dakota,Hettinger,61.7
38043,North Dakota,Kidder,66.2
38045,North Dakota,LaMoure,64.4
38047,North Dakota,Logan,85.8
38049,North Dakota,McHenry,82.2
38051,North Dakota,McIntosh,69.5
38053,North Dakota,McKenzie,63.5
38055,North Dakota,McLean,72.2
38057,North Dakota,Mercer,61.5
38059,North Dakota,Morton,63.8
38061,North Dakota,Mountrail,70.2
38063,North Dakota,Nelson,83.9
38065,North Dakota,Oliver,65.1
38067,North Dakota,Pembina,70.8
38069,North Dakota,Pierce,71.9
38071,North Dakota,Ramsey,105.9
38073,North Dakota,Ransom,54.4
38075,North Dakota,Renville,86.6
38077,North Dakota,Richland,59.6
38079,North Dakota,Rolette,79.0
38081,North Dakota,Sargent,74.6
38083,North Dakota,Sheridan,65.0
38085,North Dakota,Sioux,59.6
38087,North Dakota,Slope,65.0
38089,North Dakota,Stark,61.5
38091,North Dakota,Steele,60.9
38093,North Dakota,Stutsman,77.2
38095,North Dakota,Towner,93.0
38097,North Dakota,Traill,72.0
38099,North Dakota,Walsh,74.3
38101,North Dakota,Ward,85.1
38103,North Dakota,Wells,72.3
38105,North Dakota,Williams,90.3
39001,Ohio,Adams,106.2
39003,Ohio,Allen,81.8
39005,Ohio,Ashland,72.5
39007,Ohio,Ashtabula,84.1
39009,Ohio,Athens,89.4
39011,Ohio,Auglaize,83.7
39013,Ohio,Belmont,81.1
39015,Ohio,Brown,100.4
39017,Ohio,Butler,77.6
39019,Ohio,Carroll,75.6
39021,Ohio,Champaign,81.9
39023,Ohio,Clark,88.9
39025,Ohio,Clermont,103.4
39027,Ohio,Clinton,98.7
39029,Ohio,Columbiana,77.9
39031,Ohio,Coshocton,69.3
39033,Ohio,Crawford,79.8
39035,Ohio,Cuyahoga,69.2
39037,Ohio,Darke,77.9
39039,Ohio,Defiance,88.3
39041,Ohio,Delaware,72.7
39043,Ohio,Erie,64.7
39045,Ohio,Fairfield,84.3
39047,Ohio,Fayette,92.8
39049,Ohio,Franklin,83.0
39051,Ohio,Fulton,80.5
39053,Ohio,Gallia,89.6
39055,Ohio,Geauga,60.1
39057,Ohio,Greene,69.9
39059,Ohio,Guernsey,80.2
39061,Ohio,Hamilton,93.5
39063,Ohio,Hancock,81.6
39065,Ohio,Hardin,85.7
39067,Ohio,Harrison,76.2
39069,Ohio,Henry,85.5
39071,Ohio,Highland,93.6
39073,Ohio,Hocking,87.8
39075,Ohio,Holmes,77.2
39077,Ohio,Huron,73.6
39079,Ohio,Jackson,83.9
39081,Ohio,Jefferson,79.4
39083,Ohio,Knox,82.3
39085,Ohio,Lake,69.7
39087,Ohio,Lawrence,89.5
39089,Ohio,Licking,82.4
39091,Ohio,Logan,92.7
39093,Ohio,Lorain,65.2
39095,Ohio,Lucas,88.7
39097,Ohio,Madison,83.9
39099,Ohio,Mahoning,83.8
39101,Ohio,Marion,72.4
39103,Ohio,Medina,63.6
39105,Ohio,Meigs,86.2
39107,Ohio,Mercer,79.6
39109,Ohio,Miami,78.2
39111,Ohio,Monroe,76.7
39113,Ohio,Montgomery,75.2
39115,Ohio,Morgan,96.3
39117,Ohio,Morrow,76.0
39119,Ohio,Muskingum,102.5
39121,Ohio,Noble,87.8
39123,Ohio,Ottawa,91.0
39125,Ohio,Paulding,91.2
39127,Ohio,Perry,89.3
39129,Ohio,Pickaway,85.0
39131,Ohio,Pike,85.7
39133,Ohio,Portage,63.1
39135,Ohio,Preble,76.6
39137,Ohio,Putnam,80.7
39139,Ohio,Richland,81.4
39141,Ohio,Ross,88.2
39143,Ohio,Sandusky,76.7
39145,Ohio,Scioto,87.6
39147,Ohio,Seneca,80.2
39149,Ohio,Shelby,84.4
39151,Ohio,Stark,75.2
39153,Ohio,Summit,75.5
39155,Ohio,Trumbull,81.0
39157,Ohio,Tuscarawas,73.4
39159,Ohio,Union,84.9
39161,Ohio,Van Wert,80.7
39163,Ohio,Vinton,82.0
39165,Ohio,Warren,74.9
39167,Ohio,Washington,86.9
39169,Ohio,Wayne,78.5
39171,Ohio,Williams,82.7
39173,Ohio,Wood,83.5
39175,Ohio,Wyandot,81.5
40001,Oklahoma,Adair,85.5
40003,Oklahoma,Alfalfa,82.7
40005,Oklahoma,Atoka,72.4
40007,Oklahoma,Beaver,59.8
40009,Oklahoma,Beckham,90.7
40011,Oklahoma,Blaine,80.7
40013,Oklahoma,Bryan,81.4
40015,Oklahoma,Caddo,94.4
40017,Oklahoma,Canadian,81.4
40019,Oklahoma,Carter,95.4
40021,Oklahoma,Cherokee,87.2
40023,Oklahoma,Choctaw,80.4
40025,Oklahoma,Cimarron,57.1
40027,Oklahoma,Cleveland,86.0
40029,Oklahoma,Coal,73.9
40031,Oklahoma,Comanche,98.4
40033,Oklahoma,Cotton,105.7
40035,Oklahoma,Craig,81.7
40037,Oklahoma,Creek,92.2
40039,Oklahoma,Custer,84.5
40041,Oklahoma,Delaware,87.5
40043,Oklahoma,Dewey,81.3
40045,Oklahoma,Ellis,79.7
40047,Oklahoma,Garfield,92.0
40049,Oklahoma,Garvin,92.1
40051,Oklahoma,Grady,85.6
40053,Oklahoma,Grant,83.3
40055,Oklahoma,Greer,93.0
40057,Oklahoma,Harmon,93.2
40059,Oklahoma,Harper,82.0
40061,Oklahoma,Haskell,89.5
40063,Oklahoma,Hughes,85.1
40065,Oklahoma,Jackson,91.7
40067,Oklahoma,Jefferson,95.0
40069,Oklahoma,Johnston,79.3
40071,Oklahoma,Kay,94.0
40073,Oklahoma,Kingfisher,85.5
40075,Oklahoma,Kiowa,96.9
40077,Oklahoma,Latimer,78.4
40079,Oklahoma,Le Flore,90.7
40081,Oklahoma,Lincoln,90.0
40083,Oklahoma,Logan,83.3
40085,Oklahoma,Love,92.9
40087,Oklahoma,McClain,85.8
40089,Oklahoma,McCurtain,88.0
40091,Oklahoma,McIntosh,86.2
40093,Oklahoma,Major,86.1
40095,Oklahoma,Marshall,85.4
40097,Oklahoma,Mayes,82.7
40099,Oklahoma,Murray,88.8
40101,Oklahoma,Muskogee,91.2
40103,Oklahoma,Noble,83.2
40105,Oklahoma,Nowata,77.2
40107,Oklahoma,Okfuskee,91.3
40109,Oklahoma,Oklahoma,89.5
40111,Oklahoma,Okmulgee,89.7
40113,Oklahoma,Osage,90.2
40115,Oklahoma,Ottawa,101.2
40117,Oklahoma,Pawnee,92.0
40119,Oklahoma,Payne,93.3
40121,Oklahoma,Pittsburg,73.6
40123,Oklahoma,Pontotoc,94.9
40125,Oklahoma,Pottawatomie,89.9
40127,Oklahoma,Pushmataha,75.7
40129,Oklahoma,Roger Mills,90.2
40131,Oklahoma,Rogers,76.9
40133,Oklahoma,Seminole,92.3
40135,Oklahoma,Sequoyah,94.4
40137,Oklahoma,Stephens,94.9
40139,Oklahoma,Texas,54.6
40141,Oklahoma,Tillman,105.2
40143,Oklahoma,Tulsa,90.9
40145,Oklahoma,Wagoner,81.8
40147,Oklahoma,Washington,86.4
40149,Oklahoma,Washita,75.9
40151,Oklahoma,Woods,74.8
40153,Oklahoma,Woodward,77.3
41001,Oregon,Baker,77.0
41003,Oregon,Benton,76.1
41005,Oregon,Clackamas,71.7
41007,Oregon,Clatsop,65.7
41009,Oregon,Columbia,68.8
41011,Oregon,Coos,74.3
41013,Oregon,Crook,70.4
41015,Oregon,Curry,80.5
41017,Oregon,Deschutes,75.0
41019,Oregon,Douglas,77.1
41021,Oregon,Gilliam,71.0
41023,Oregon,Grant,78.0
41025,Oregon,Harney,67.8
41027,Oregon,Hood River,80.2
41029,Oregon,Jackson,82.8
41031,Oregon,Jefferson,77.4
41033,Oregon,Josephine,85.3
41035,Oregon,Klamath,75.6
41037,Oregon,Lake,65.6
41039,Oregon,Lane,75.7
41041,Oregon,Lincoln,73.1
41043,Oregon,Linn,76.0
41045,Oregon,Malheur,76.8
41047,Oregon,Marion,76.5
41049,Oregon,Morrow,65.8
41051,Oregon,Multnomah,80.4
41053,Oregon,Polk,73.9
41055,Oregon,Sherman,76.6
41057,Oregon,Tillamook,64.9
41059,Oregon,Umatilla,67.0
41061,Oregon,Union,77.3
41063,Oregon,Wallowa,78.6
41065,Oregon,Wasco,75.2
41067,Oregon,Washington,61.9
41069,Oregon,Wheeler,67.1
41071,Oregon,Yamhill,64.9
42001,Pennsylvania,Adams,69.6
42003,Pennsylvania,Allegheny,72.4
42005,Pennsylvania,Armstrong,75.6
42007,Pennsylvania,Beaver,73.1
42009,Pennsylvania,Bedford,79.4
42011,Pennsylvania,Berks,97.6
42013,Pennsylvania,Blair,80.6
42015,Pennsylvania,Bradford,65.4
42017,Pennsylvania,Bucks,69.3
42019,Pennsylvania,Butler,73.3
42021,Pennsylvania,Cambria,73.3
42023,Pennsylvania,Cameron,59.6
42025,Pennsylvania,Carbon,63.0
42027,Pennsylvania,Centre,66.2
42029,Pennsylvania,Chester,62.8
42031,Pennsylvania,Clarion,81.4
42033,Pennsylvania,Clearfield,60.6
42035,Pennsylvania,Clinton,65.1
42037,Pennsylvania,Columbia,73.5
42039,Pennsylvania,Crawford,82.4
42041,Pennsylvania,Cumberland,68.1
42043,Pennsylvania,Dauphin,71.0
42045,Pennsylvania,Delaware,74.0
42047,Pennsylvania,Elk,57.3
42049,Pennsylvania,Erie,81.6
42051,Pennsylvania,Fayette,75.6
42053,Pennsylvania,Forest,78.5
42055,Pennsylvania,Franklin,66.3
42057,Pennsylvania,Fulton,75.2
42059,Pennsylvania,Greene,74.9
42061,Pennsylvania,Huntingdon,74.1
42063,Pennsylvania,Indiana,75.4
42065,Pennsylvania,Jefferson,86.2
42067,Pennsylvania,Juniata,67.5
42069,Pennsylvania,Lackawanna,64.6
42071,Pennsylvania,Lancaster,71.6
42073,Pennsylvania,Lawrence,79.0
42075,Pennsylvania,Lebanon,94.5
42077,Pennsylvania,Lehigh,64.6
42079,Pennsylvania,Luzerne,60.0
42081,Pennsylvania,Lycoming,68.4
42083,Pennsylvania,McKean,65.5
42085,Pennsylvania,Mercer,79.5
42087,Pennsylvania,Mifflin,68.9
42089,Pennsylvania,Monroe,55.9
42091,Pennsylvania,Montgomery,83.2
42093,Pennsylvania,Montour,71.5
42095,Pennsylvania,Northampton,55.7
42097,Pennsylvania,Northumberland,72.9
42099,Pennsylvania,Perry,68.5
42101,Pennsylvania,Philadelphia,87.6
42103,Pennsylvania,Pike,55.3
42105,Pennsylvania,Potter,66.2
42107,Pennsylvania,Schuylkill,82.1
42109,Pennsylvania,Snyder,71.7
42111,Pennsylvania,Somerset,74.9
42113,Pennsylvania,Sullivan,62.4
42115,Pennsylvania,Susquehanna,66.6
42117,Pennsylvania,Tioga,65.1
42119,Pennsylvania,Union,69.6
42121,Pennsylvania,Venango,82.0
42123,Pennsylvania,Warren,80.0
42125,Pennsylvania,Washington,75.3
42127,Pennsylvania,Wayne,64.7
42129,Pennsylvania,Westmoreland,73.4
42131,Pennsylvania,Wyoming,62.2
42133,Pennsylvania,York,70.1
44001,Rhode Island,Bristol,55.6
44003,Rhode Island,Kent,57.5
44005,Rhode Island,Newport,55.1
44007,Rhode Island,Providence,56.6
44009,Rhode Island,Washington,58.0
45001,South Carolina,Abbeville,89.9
45003,South Carolina,Aiken,85.2
45005,South Carolina,Allendale,143.6
45007,South Carolina,Anderson,86.4
45009,South Carolina,Bamberg,102.4
45011,South Carolina,Barnwell,105.0
45013,South Carolina,Beaufort,59.4
45015,South Carolina,Berkeley,86.3
45017,South Carolina,Calhoun,100.6
45019,South Carolina,Charleston,87.8
45021,South Carolina,Cherokee,93.8
45023,South Carolina,Chester,88.5
45025,South Carolina,Chesterfield,99.0
45027,South Carolina,Clarendon,95.8
45029,South Carolina,Colleton,107.6
45031,South Carolina,Darlington,109.6
45033,South Carolina,Dillon,100.6
45035,South Carolina,Dorchester,98.8
45037,South Carolina,Edgefield,76.3
45039,South Carolina,Fairfield,79.5
45041,South Carolina,Florence,110.2
45043,South Carolina,Georgetown,87.3
45045,South Carolina,Greenville,85.8
45047,South Carolina,Greenwood,93.8
45049,South Carolina,Hampton,83.7
45051,South Carolina,Horry,87.2
45053,South Carolina,Jasper,78.1
45055,South Carolina,Kershaw,89.9
45057,South Carolina,Lancaster,71.0
45059,South Carolina,Laurens,100.4
45061,South Carolina,Lee,109.5
45063,South Carolina,Lexington,79.9
45065,South Carolina,McCormick,81.9
45067,South Carolina,Marion,107.3
45069,South Carolina,Marlboro,104.3
45071,South Carolina,Newberry,88.8
45073,South Carolina,Oconee,95.3
45075,South Carolina,Orangeburg,121.6
45077,South Carolina,Pickens,85.7
45079,South Carolina,Richland,84.8
45081,South Carolina,Saluda,90.4
45083,South Carolina,Spartanburg,98.1
45085,South Carolina,Sumter,107.1
45087,South Carolina,Union,102.5
45089,South Carolina,Williamsburg,99.9
45091,South Carolina,York,87.2
46003,South Dakota,Aurora,83.3
46005,South Dakota,Beadle,80.2
46007,South Dakota,Bennett,101.4
46009,South Dakota,Bon Homme,74.4
46011,South Dakota,Brookings,90.5
46013,South Dakota,Brown,72.8
46015,South Dakota,Brule,79.7
46017,South Dakota,Buffalo,93.1
46019,South Dakota,Butte,71.2
46021,South Dakota,Campbell,75.7
46023,South Dakota,Charles Mix,82.0
46025,South Dakota,Clark,76.3
46027,South Dakota,Clay,58.6
46029,South Dakota,Codington,86.4
46031,South Dakota,Corson,68.2
46033,South Dakota,Custer,62.3
46035,South Dakota,Davison,88.8
46037,South Dakota,Day,81.9
46039,South Dakota,Deuel,84.1
46041,South Dakota,Dewey,64.9
46043,South Dakota,Douglas,87.6
46045,South Dakota,Edmunds,59.3
46047,South Dakota,Fall River,71.0
46049,South Dakota,Faulk,61.2
46051,South Dakota,Grant,82.1
46053,South Dakota,Gregory,67.7
46055,South Dakota,Haakon,64.1
46057,South Dakota,Hamlin,89.4
46059,South Dakota,Hand,78.6
46061,South Dakota,Hanson,85.5
46063,South Dakota,Harding,80.8
46065,South Dakota,Hughes,107.0
46067,South Dakota,Hutchinson,72.3
46069,South Dakota,Hyde,100.7
46071,South Dakota,Jackson,63.5
46073,South Dakota,Jerauld,77.9
46075,South Dakota,Jones,91.6
